Serial Number,MQ6,Gas
1395,484,Perfume
1396,463,Perfume
1397,464,Perfume
1398,460,Perfume
1399,459,Perfume
1400,462,Perfume
1401,465,Perfume
1402,469,Perfume
1403,472,Perfume
1404,475,Perfume
1405,475,Perfume
1406,474,Perfume
1407,483,Perfume
1408,487,Perfume
1409,488,Perfume
1410,485,Perfume
1411,484,Perfume
1412,483,Perfume
1413,483,Perfume
1414,482,Perfume
1415,478,Perfume
1416,476,Perfume
1417,473,Perfume
1418,469,Perfume
1419,465,Perfume
1420,460,Perfume
1421,456,Perfume
1422,456,Perfume
1423,451,Perfume
1424,449,Perfume
1425,447,Perfume
1426,444,Perfume
1427,441,Perfume
1428,397,Perfume
1429,397,Perfume
1430,395,Perfume
1431,395,Perfume
1432,394,Perfume
1433,393,Perfume
1434,393,Perfume
1435,393,Perfume
1436,393,Perfume
1437,392,Perfume
1438,394,Perfume
1439,392,Perfume
1440,392,Perfume
1441,390,Perfume
1442,388,Perfume
1443,388,Perfume
1444,388,Perfume
1445,387,Perfume
1446,386,Perfume
1447,386,Perfume
1448,385,Perfume
1449,384,Perfume
1450,383,Perfume
1451,384,Perfume
1452,384,Perfume
1453,382,Perfume
1454,383,Perfume
1455,382,Perfume
1456,383,Perfume
1457,395,Perfume
1458,465,Perfume
1459,466,Perfume
1460,468,Perfume
1461,469,Perfume
1462,474,Perfume
1463,481,Perfume
1464,483,Perfume
1465,484,Perfume
1466,483,Perfume
1467,480,Perfume
1468,481,Perfume
1469,479,Perfume
1470,488,Perfume
1471,490,Perfume
1472,491,Perfume
1473,493,Perfume
1474,495,Perfume
1475,497,Perfume
1476,495,Perfume
1477,495,Perfume
1478,492,Perfume
1479,490,Perfume
1480,486,Perfume
1481,481,Perfume
1482,478,Perfume
1483,475,Perfume
1484,471,Perfume
1485,471,Perfume
1486,469,Perfume
1487,464,Perfume
1488,463,Perfume
1489,461,Perfume
1490,458,Perfume
1491,453,Perfume
1492,454,Perfume
1493,453,Perfume
1494,455,Perfume
1495,455,Perfume
1496,455,Perfume
1497,453,Perfume
1498,452,Perfume
1499,451,Perfume
1500,454,Perfume
1501,454,Perfume
1502,455,Perfume
1503,452,Perfume
1504,448,Perfume
1505,445,Perfume
1506,443,Perfume
1507,440,Perfume
1508,437,Perfume
1509,437,Perfume
1510,433,Perfume
1511,432,Perfume
1512,401,Perfume
1513,399,Perfume
1514,399,Perfume
1515,399,Perfume
1516,398,Perfume
1517,398,Perfume
1518,397,Perfume
1519,397,Perfume
1520,397,Perfume
1521,395,Perfume
1522,395,Perfume
1523,394,Perfume
1524,394,Perfume
1525,394,Perfume
1526,392,Perfume
1527,392,Perfume
1528,391,Perfume
1529,391,Perfume
1530,390,Perfume
1531,390,Perfume
1532,389,Perfume
1533,388,Perfume
1534,387,Perfume
1535,386,Perfume
1536,386,Perfume
1537,386,Perfume
1538,386,Perfume
1539,385,Perfume
1540,408,Perfume
1541,438,Perfume
1542,459,Perfume
1543,463,Perfume
1544,461,Perfume
1545,470,Perfume
1546,473,Perfume
1547,473,Perfume
1548,475,Perfume
1549,476,Perfume
1550,479,Perfume
1551,484,Perfume
1552,492,Perfume
1553,496,Perfume
1554,498,Perfume
1555,497,Perfume
1556,496,Perfume
1557,499,Perfume
1558,496,Perfume
1559,495,Perfume
1560,492,Perfume
1561,488,Perfume
1562,484,Perfume
1563,480,Perfume
1564,478,Perfume
1565,475,Perfume
1566,474,Perfume
1567,472,Perfume
1568,469,Perfume
1569,467,Perfume
1570,465,Perfume
1571,464,Perfume
1572,460,Perfume
1573,457,Perfume
1574,442,Perfume
1575,442,Perfume
1576,440,Perfume
1577,440,Perfume
1578,440,Perfume
1579,440,Perfume
1580,400,Perfume
1581,399,Perfume
1582,400,Perfume
1583,400,Perfume
1584,400,Perfume
1585,399,Perfume
1586,398,Perfume
1587,398,Perfume
1588,397,Perfume
1589,396,Perfume
1590,396,Perfume
1591,397,Perfume
1592,396,Perfume
1593,396,Perfume
1594,394,Perfume
1595,394,Perfume
1596,399,Perfume
1597,398,Perfume
1598,397,Perfume
1599,395,Perfume
0,400,Smoke
1,401,Smoke
2,407,Smoke
3,407,Smoke
4,410,Smoke
5,408,Smoke
6,407,Smoke
7,406,Smoke
8,407,Smoke
9,405,Smoke
10,405,Smoke
11,406,Smoke
12,412,Smoke
13,410,Smoke
14,409,Smoke
15,409,Smoke
16,405,Smoke
17,405,Smoke
18,404,Smoke
19,402,Smoke
20,402,Smoke
21,401,Smoke
22,401,Smoke
23,399,Smoke
24,400,Smoke
25,400,Smoke
26,399,Smoke
27,398,Smoke
28,399,Smoke
29,398,Smoke
30,398,Smoke
31,396,Smoke
32,397,Smoke
33,397,Smoke
34,396,Smoke
35,395,Smoke
36,395,Smoke
37,394,Smoke
38,394,Smoke
39,394,Smoke
40,394,Smoke
41,394,Smoke
42,393,Smoke
43,394,Smoke
44,394,Smoke
45,394,Smoke
46,396,Smoke
47,398,Smoke
48,397,Smoke
49,396,Smoke
50,398,Smoke
51,399,Smoke
52,398,Smoke
53,401,Smoke
54,400,Smoke
55,399,Smoke
56,399,Smoke
57,401,Smoke
58,403,Smoke
59,403,Smoke
60,403,Smoke
61,401,Smoke
62,400,Smoke
63,399,Smoke
64,398,Smoke
65,397,Smoke
66,397,Smoke
67,396,Smoke
68,395,Smoke
69,395,Smoke
70,395,Smoke
71,396,Smoke
72,395,Smoke
73,394,Smoke
74,394,Smoke
75,393,Smoke
76,393,Smoke
77,387,Smoke
78,388,Smoke
79,389,Smoke
80,391,Smoke
81,393,Smoke
82,393,Smoke
83,393,Smoke
84,393,Smoke
85,393,Smoke
86,393,Smoke
87,393,Smoke
88,393,Smoke
89,393,Smoke
90,392,Smoke
91,391,Smoke
92,392,Smoke
93,391,Smoke
94,391,Smoke
95,391,Smoke
96,392,Smoke
97,396,Smoke
98,398,Smoke
99,398,Smoke
100,398,Smoke
101,397,Smoke
102,399,Smoke
103,410,Smoke
104,409,Smoke
105,408,Smoke
106,410,Smoke
107,413,Smoke
108,412,Smoke
109,408,Smoke
110,406,Smoke
111,404,Smoke
112,412,Smoke
113,409,Smoke
114,409,Smoke
115,406,Smoke
116,404,Smoke
117,403,Smoke
118,401,Smoke
119,400,Smoke
120,399,Smoke
121,398,Smoke
122,398,Smoke
123,397,Smoke
124,397,Smoke
125,396,Smoke
126,396,Smoke
127,395,Smoke
128,395,Smoke
129,395,Smoke
130,394,Smoke
131,394,Smoke
132,393,Smoke
133,393,Smoke
134,393,Smoke
135,393,Smoke
136,393,Smoke
137,393,Smoke
138,393,Smoke
139,393,Smoke
140,393,Smoke
141,393,Smoke
142,393,Smoke
143,393,Smoke
144,393,Smoke
145,393,Smoke
146,393,Smoke
147,393,Smoke
148,393,Smoke
149,393,Smoke
150,393,Smoke
151,393,Smoke
152,393,Smoke
153,394,Smoke
154,394,Smoke
155,395,Smoke
156,396,Smoke
157,397,Smoke
158,393,Smoke
159,393,Smoke
160,393,Smoke
161,396,Smoke
162,397,Smoke
163,396,Smoke
164,398,Smoke
165,394,Smoke
166,396,Smoke
167,397,Smoke
168,395,Smoke
169,401,Smoke
170,398,Smoke
171,372,Smoke
172,374,Smoke
173,374,Smoke
174,372,Smoke
175,373,Smoke
176,372,Smoke
177,371,Smoke
178,374,Smoke
179,374,Smoke
180,373,Smoke
181,373,Smoke
182,374,Smoke
183,373,Smoke
184,373,Smoke
185,373,Smoke
186,372,Smoke
187,371,Smoke
188,374,Smoke
189,374,Smoke
190,375,Smoke
191,374,Smoke
192,373,Smoke
193,372,Smoke
194,372,Smoke
195,373,Smoke
196,374,Smoke
197,372,Smoke
198,374,Smoke
199,372,Smoke
200,374,Smoke
201,378,Smoke
202,386,Smoke
203,385,Smoke
204,392,Smoke
205,391,Smoke
206,396,Smoke
207,389,Smoke
208,397,Smoke
209,397,Smoke
210,393,Smoke
211,389,Smoke
212,387,Smoke
213,383,Smoke
214,383,Smoke
215,382,Smoke
216,378,Smoke
217,380,Smoke
218,377,Smoke
219,378,Smoke
220,377,Smoke
221,373,Smoke
222,376,Smoke
223,375,Smoke
224,375,Smoke
225,374,Smoke
226,371,Smoke
227,369,Smoke
228,371,Smoke
229,372,Smoke
230,374,Smoke
231,374,Smoke
232,374,Smoke
233,374,Smoke
234,373,Smoke
235,373,Smoke
236,373,Smoke
237,373,Smoke
238,373,Smoke
239,373,Smoke
240,373,Smoke
241,373,Smoke
242,373,Smoke
243,373,Smoke
244,374,Smoke
245,373,Smoke
246,374,Smoke
247,375,Smoke
248,374,Smoke
249,376,Smoke
250,377,Smoke
251,379,Smoke
252,378,Smoke
253,379,Smoke
254,382,Smoke
255,382,Smoke
256,382,Smoke
257,381,Smoke
258,386,Smoke
259,389,Smoke
260,391,Smoke
261,389,Smoke
262,387,Smoke
263,385,Smoke
264,384,Smoke
265,383,Smoke
266,382,Smoke
267,382,Smoke
268,380,Smoke
269,380,Smoke
270,379,Smoke
271,379,Smoke
272,379,Smoke
273,378,Smoke
274,377,Smoke
275,378,Smoke
276,377,Smoke
277,376,Smoke
278,377,Smoke
279,376,Smoke
280,376,Smoke
281,376,Smoke
282,375,Smoke
283,376,Smoke
284,375,Smoke
285,375,Smoke
286,375,Smoke
287,375,Smoke
288,375,Smoke
289,375,Smoke
290,375,Smoke
291,375,Smoke
292,375,Smoke
293,375,Smoke
294,375,Smoke
295,375,Smoke
296,376,Smoke
297,375,Smoke
298,375,Smoke
299,376,Smoke
300,375,Smoke
301,375,Smoke
302,375,Smoke
303,375,Smoke
304,375,Smoke
305,375,Smoke
306,375,Smoke
307,375,Smoke
308,375,Smoke
309,375,Smoke
310,375,Smoke
311,375,Smoke
312,375,Smoke
313,375,Smoke
314,375,Smoke
315,375,Smoke
316,375,Smoke
317,375,Smoke
318,375,Smoke
319,375,Smoke
320,375,Smoke
321,375,Smoke
322,375,Smoke
323,375,Smoke
324,375,Smoke
325,375,Smoke
326,375,Smoke
327,375,Smoke
328,374,Smoke
329,375,Smoke
330,374,Smoke
331,374,Smoke
332,376,Smoke
333,383,Smoke
334,384,Smoke
335,386,Smoke
336,386,Smoke
337,386,Smoke
338,386,Smoke
339,388,Smoke
340,388,Smoke
341,388,Smoke
342,387,Smoke
343,393,Smoke
344,397,Smoke
345,398,Smoke
346,398,Smoke
347,397,Smoke
348,400,Smoke
349,398,Smoke
350,395,Smoke
351,393,Smoke
352,391,Smoke
353,389,Smoke
354,388,Smoke
355,386,Smoke
356,385,Smoke
357,384,Smoke
358,382,Smoke
359,382,Smoke
360,380,Smoke
361,380,Smoke
362,379,Smoke
363,379,Smoke
364,378,Smoke
365,378,Smoke
366,377,Smoke
367,377,Smoke
368,377,Smoke
369,377,Smoke
370,376,Smoke
371,376,Smoke
372,376,Smoke
373,375,Smoke
374,375,Smoke
375,375,Smoke
376,374,Smoke
377,374,Smoke
378,374,Smoke
379,374,Smoke
380,374,Smoke
381,374,Smoke
382,373,Smoke
383,373,Smoke
384,373,Smoke
385,373,Smoke
386,374,Smoke
387,373,Smoke
388,374,Smoke
389,373,Smoke
390,373,Smoke
391,372,Smoke
392,372,Smoke
393,373,Smoke
394,372,Smoke
395,372,Smoke
396,373,Smoke
397,372,Smoke
398,373,Smoke
399,373,Smoke
400,372,Smoke
401,372,Smoke
402,372,Smoke
403,372,Smoke
404,372,Smoke
405,372,Smoke
406,372,Smoke
407,373,Smoke
408,372,Smoke
409,372,Smoke
410,373,Smoke
411,372,Smoke
412,372,Smoke
413,372,Smoke
414,371,Smoke
415,372,Smoke
416,371,Smoke
417,371,Smoke
418,371,Smoke
419,371,Smoke
420,370,Smoke
421,371,Smoke
422,370,Smoke
423,371,Smoke
424,371,Smoke
425,370,Smoke
426,370,Smoke
427,370,Smoke
428,370,Smoke
429,370,Smoke
430,370,Smoke
431,370,Smoke
432,371,Smoke
433,370,Smoke
434,369,Smoke
435,369,Smoke
436,370,Smoke
437,369,Smoke
438,369,Smoke
439,369,Smoke
440,369,Smoke
441,376,Smoke
442,376,Smoke
443,377,Smoke
444,375,Smoke
445,376,Smoke
446,377,Smoke
447,378,Smoke
448,383,Smoke
449,387,Smoke
450,388,Smoke
451,401,Smoke
452,399,Smoke
453,394,Smoke
454,393,Smoke
455,399,Smoke
456,399,Smoke
457,398,Smoke
458,397,Smoke
459,394,Smoke
460,391,Smoke
461,389,Smoke
462,386,Smoke
463,384,Smoke
464,383,Smoke
465,381,Smoke
466,380,Smoke
467,378,Smoke
468,377,Smoke
469,376,Smoke
470,375,Smoke
471,374,Smoke
472,373,Smoke
473,373,Smoke
474,372,Smoke
475,371,Smoke
476,370,Smoke
477,369,Smoke
478,369,Smoke
479,369,Smoke
480,369,Smoke
481,369,Smoke
482,368,Smoke
483,368,Smoke
484,368,Smoke
485,368,Smoke
486,368,Smoke
487,368,Smoke
488,368,Smoke
489,368,Smoke
490,367,Smoke
491,367,Smoke
492,368,Smoke
493,366,Smoke
494,366,Smoke
495,367,Smoke
496,366,Smoke
497,367,Smoke
498,367,Smoke
499,367,Smoke
500,367,Smoke
501,367,Smoke
502,367,Smoke
503,367,Smoke
504,367,Smoke
505,366,Smoke
506,366,Smoke
507,367,Smoke
508,366,Smoke
509,367,Smoke
510,368,Smoke
511,367,Smoke
512,367,Smoke
513,367,Smoke
514,367,Smoke
515,367,Smoke
516,367,Smoke
517,367,Smoke
518,367,Smoke
519,369,Smoke
520,374,Smoke
521,377,Smoke
522,376,Smoke
523,379,Smoke
524,378,Smoke
525,378,Smoke
526,379,Smoke
527,378,Smoke
528,377,Smoke
529,377,Smoke
530,376,Smoke
531,377,Smoke
532,377,Smoke
533,376,Smoke
534,381,Smoke
535,385,Smoke
536,384,Smoke
537,383,Smoke
538,382,Smoke
539,380,Smoke
540,379,Smoke
541,378,Smoke
542,377,Smoke
543,376,Smoke
544,375,Smoke
545,374,Smoke
546,374,Smoke
547,374,Smoke
548,372,Smoke
549,372,Smoke
550,371,Smoke
551,371,Smoke
552,371,Smoke
553,370,Smoke
554,370,Smoke
555,370,Smoke
556,370,Smoke
557,369,Smoke
558,369,Smoke
559,369,Smoke
560,369,Smoke
561,369,Smoke
562,368,Smoke
563,368,Smoke
564,368,Smoke
565,369,Smoke
566,368,Smoke
567,368,Smoke
568,367,Smoke
569,367,Smoke
570,367,Smoke
571,367,Smoke
572,367,Smoke
573,367,Smoke
574,367,Smoke
575,367,Smoke
576,367,Smoke
577,367,Smoke
578,366,Smoke
579,366,Smoke
580,366,Smoke
581,366,Smoke
582,366,Smoke
583,366,Smoke
584,366,Smoke
585,366,Smoke
586,366,Smoke
587,366,Smoke
588,365,Smoke
589,366,Smoke
590,366,Smoke
591,366,Smoke
592,366,Smoke
593,366,Smoke
594,365,Smoke
595,365,Smoke
596,366,Smoke
597,366,Smoke
598,366,Smoke
599,366,Smoke
600,366,Smoke
601,366,Smoke
602,366,Smoke
603,366,Smoke
604,366,Smoke
605,366,Smoke
606,366,Smoke
607,366,Smoke
608,366,Smoke
609,366,Smoke
610,366,Smoke
611,366,Smoke
612,366,Smoke
613,367,Smoke
614,370,Smoke
615,372,Smoke
616,373,Smoke
617,373,Smoke
618,378,Smoke
619,379,Smoke
620,379,Smoke
621,377,Smoke
622,382,Smoke
623,388,Smoke
624,388,Smoke
625,389,Smoke
626,391,Smoke
627,392,Smoke
628,396,Smoke
629,396,Smoke
630,395,Smoke
631,391,Smoke
632,388,Smoke
633,385,Smoke
634,383,Smoke
635,381,Smoke
636,380,Smoke
637,378,Smoke
638,377,Smoke
639,376,Smoke
640,375,Smoke
641,374,Smoke
642,373,Smoke
643,372,Smoke
644,371,Smoke
645,371,Smoke
646,370,Smoke
647,370,Smoke
648,369,Smoke
649,369,Smoke
650,368,Smoke
651,368,Smoke
652,368,Smoke
653,367,Smoke
654,367,Smoke
655,367,Smoke
656,366,Smoke
657,366,Smoke
658,366,Smoke
659,366,Smoke
660,365,Smoke
661,365,Smoke
662,365,Smoke
663,365,Smoke
664,365,Smoke
665,365,Smoke
666,364,Smoke
667,365,Smoke
668,364,Smoke
669,364,Smoke
670,364,Smoke
671,364,Smoke
672,364,Smoke
673,364,Smoke
674,363,Smoke
675,363,Smoke
676,363,Smoke
677,363,Smoke
678,363,Smoke
679,362,Smoke
680,362,Smoke
681,361,Smoke
682,361,Smoke
683,362,Smoke
684,361,Smoke
685,361,Smoke
686,361,Smoke
687,361,Smoke
688,361,Smoke
689,362,Smoke
690,361,Smoke
691,361,Smoke
692,361,Smoke
693,361,Smoke
694,361,Smoke
695,361,Smoke
696,361,Smoke
697,361,Smoke
698,361,Smoke
699,362,Smoke
700,361,Smoke
701,361,Smoke
702,361,Smoke
703,361,Smoke
704,361,Smoke
705,362,Smoke
706,365,Smoke
707,366,Smoke
708,368,Smoke
709,368,Smoke
710,367,Smoke
711,376,Smoke
712,382,Smoke
713,381,Smoke
714,378,Smoke
715,380,Smoke
716,377,Smoke
717,375,Smoke
718,387,Smoke
719,387,Smoke
720,382,Smoke
721,390,Smoke
722,385,Smoke
723,381,Smoke
724,392,Smoke
725,390,Smoke
726,386,Smoke
727,383,Smoke
728,381,Smoke
729,379,Smoke
730,376,Smoke
731,374,Smoke
732,372,Smoke
733,370,Smoke
734,369,Smoke
735,368,Smoke
736,367,Smoke
737,366,Smoke
738,365,Smoke
739,364,Smoke
740,364,Smoke
741,363,Smoke
742,363,Smoke
743,362,Smoke
744,361,Smoke
745,361,Smoke
746,360,Smoke
747,360,Smoke
748,360,Smoke
749,359,Smoke
750,359,Smoke
751,359,Smoke
752,359,Smoke
753,358,Smoke
754,359,Smoke
755,358,Smoke
756,358,Smoke
757,357,Smoke
758,357,Smoke
759,357,Smoke
760,357,Smoke
761,357,Smoke
762,357,Smoke
763,357,Smoke
764,356,Smoke
765,356,Smoke
766,356,Smoke
767,356,Smoke
768,356,Smoke
769,356,Smoke
770,356,Smoke
771,356,Smoke
772,356,Smoke
773,356,Smoke
774,356,Smoke
775,356,Smoke
776,356,Smoke
777,356,Smoke
778,356,Smoke
779,356,Smoke
780,356,Smoke
781,356,Smoke
782,355,Smoke
783,356,Smoke
784,355,Smoke
785,356,Smoke
786,356,Smoke
787,356,Smoke
788,355,Smoke
789,356,Smoke
790,356,Smoke
791,355,Smoke
792,355,Smoke
793,355,Smoke
794,355,Smoke
795,355,Smoke
796,355,Smoke
797,355,Smoke
798,355,Smoke
799,355,Smoke
800,356,Smoke
801,355,Smoke
802,356,Smoke
803,355,Smoke
804,355,Smoke
805,355,Smoke
806,355,Smoke
807,355,Smoke
808,355,Smoke
809,355,Smoke
810,355,Smoke
811,355,Smoke
812,356,Smoke
813,355,Smoke
814,355,Smoke
815,355,Smoke
816,355,Smoke
817,355,Smoke
818,355,Smoke
819,355,Smoke
820,355,Smoke
821,355,Smoke
822,355,Smoke
823,355,Smoke
824,356,Smoke
825,355,Smoke
826,355,Smoke
827,359,Smoke
828,361,Smoke
829,363,Smoke
830,364,Smoke
831,364,Smoke
832,365,Smoke
833,364,Smoke
834,369,Smoke
835,368,Smoke
836,371,Smoke
837,374,Smoke
838,375,Smoke
839,380,Smoke
840,382,Smoke
841,381,Smoke
842,381,Smoke
843,383,Smoke
844,384,Smoke
845,388,Smoke
846,392,Smoke
847,389,Smoke
848,388,Smoke
849,391,Smoke
850,394,Smoke
851,401,Smoke
852,403,Smoke
853,407,Smoke
854,408,Smoke
855,409,Smoke
856,403,Smoke
857,402,Smoke
858,399,Smoke
859,396,Smoke
860,393,Smoke
861,392,Smoke
862,389,Smoke
863,384,Smoke
864,380,Smoke
865,377,Smoke
866,375,Smoke
867,372,Smoke
868,370,Smoke
869,369,Smoke
870,367,Smoke
871,366,Smoke
872,364,Smoke
873,363,Smoke
874,362,Smoke
875,361,Smoke
876,361,Smoke
877,360,Smoke
878,359,Smoke
879,359,Smoke
880,357,Smoke
881,357,Smoke
882,356,Smoke
883,356,Smoke
884,355,Smoke
885,355,Smoke
886,355,Smoke
887,354,Smoke
888,354,Smoke
889,353,Smoke
890,353,Smoke
891,353,Smoke
892,352,Smoke
893,352,Smoke
894,352,Smoke
895,352,Smoke
896,351,Smoke
897,351,Smoke
898,351,Smoke
899,351,Smoke
900,351,Smoke
901,350,Smoke
902,350,Smoke
903,351,Smoke
904,350,Smoke
905,350,Smoke
906,350,Smoke
907,351,Smoke
908,350,Smoke
909,350,Smoke
910,350,Smoke
911,350,Smoke
912,350,Smoke
913,349,Smoke
914,349,Smoke
915,349,Smoke
916,350,Smoke
917,349,Smoke
918,349,Smoke
919,349,Smoke
920,349,Smoke
921,349,Smoke
922,349,Smoke
923,349,Smoke
924,349,Smoke
925,349,Smoke
926,349,Smoke
927,349,Smoke
928,348,Smoke
929,349,Smoke
930,349,Smoke
931,349,Smoke
932,349,Smoke
933,348,Smoke
934,348,Smoke
935,349,Smoke
936,349,Smoke
937,349,Smoke
938,349,Smoke
939,348,Smoke
940,349,Smoke
941,349,Smoke
942,349,Smoke
943,349,Smoke
944,349,Smoke
945,349,Smoke
946,349,Smoke
947,349,Smoke
948,348,Smoke
949,349,Smoke
950,349,Smoke
951,348,Smoke
952,348,Smoke
953,349,Smoke
954,350,Smoke
955,352,Smoke
956,355,Smoke
957,358,Smoke
958,362,Smoke
959,364,Smoke
960,368,Smoke
961,367,Smoke
962,365,Smoke
963,374,Smoke
964,373,Smoke
965,370,Smoke
966,367,Smoke
967,366,Smoke
968,366,Smoke
969,373,Smoke
970,370,Smoke
971,367,Smoke
972,374,Smoke
973,381,Smoke
974,377,Smoke
975,376,Smoke
976,379,Smoke
977,376,Smoke
978,374,Smoke
979,378,Smoke
980,375,Smoke
981,375,Smoke
982,372,Smoke
983,369,Smoke
984,366,Smoke
985,364,Smoke
986,363,Smoke
987,361,Smoke
988,360,Smoke
989,358,Smoke
990,357,Smoke
991,356,Smoke
992,355,Smoke
993,345,Smoke
994,345,Smoke
995,345,Smoke
996,346,Smoke
997,346,Smoke
998,345,Smoke
999,346,Smoke
1000,346,Smoke
1001,346,Smoke
1002,346,Smoke
1003,346,Smoke
1004,346,Smoke
1005,346,Smoke
1006,346,Smoke
1007,346,Smoke
1008,346,Smoke
1009,347,Smoke
1010,346,Smoke
1011,346,Smoke
1012,346,Smoke
1013,346,Smoke
1014,346,Smoke
1015,346,Smoke
1016,346,Smoke
1017,346,Smoke
1018,346,Smoke
1019,349,Smoke
1020,353,Smoke
1021,357,Smoke
1022,363,Smoke
1023,366,Smoke
1024,365,Smoke
1025,367,Smoke
1026,367,Smoke
1027,365,Smoke
1028,369,Smoke
1029,371,Smoke
1030,373,Smoke
1031,372,Smoke
1032,374,Smoke
1033,371,Smoke
1034,373,Smoke
1035,375,Smoke
1036,373,Smoke
1037,371,Smoke
1038,369,Smoke
1039,371,Smoke
1040,377,Smoke
1041,378,Smoke
1042,376,Smoke
1043,379,Smoke
1044,380,Smoke
1045,379,Smoke
1046,377,Smoke
1047,376,Smoke
1048,374,Smoke
1049,371,Smoke
1050,373,Smoke
1051,374,Smoke
1052,375,Smoke
1053,373,Smoke
1054,372,Smoke
1055,371,Smoke
1056,369,Smoke
1057,367,Smoke
1058,365,Smoke
1059,363,Smoke
1060,362,Smoke
1061,360,Smoke
1062,359,Smoke
1063,358,Smoke
1064,358,Smoke
1065,357,Smoke
1066,356,Smoke
1067,356,Smoke
1068,355,Smoke
1069,355,Smoke
1070,355,Smoke
1071,349,Smoke
1072,349,Smoke
1073,349,Smoke
1074,348,Smoke
1075,347,Smoke
1076,348,Smoke
1077,348,Smoke
1078,348,Smoke
1079,348,Smoke
1080,347,Smoke
1081,347,Smoke
1082,348,Smoke
1083,347,Smoke
1084,348,Smoke
1085,348,Smoke
1086,349,Smoke
1087,348,Smoke
1088,349,Smoke
1089,348,Smoke
1090,349,Smoke
1091,347,Smoke
1092,347,Smoke
1093,348,Smoke
1094,347,Smoke
1095,348,Smoke
1096,349,Smoke
1097,349,Smoke
1098,348,Smoke
1099,350,Smoke
1100,350,Smoke
1101,356,Smoke
1102,357,Smoke
1103,360,Smoke
1104,361,Smoke
1105,363,Smoke
1106,367,Smoke
1107,365,Smoke
1108,363,Smoke
1109,361,Smoke
1110,361,Smoke
1111,366,Smoke
1112,367,Smoke
1113,369,Smoke
1114,369,Smoke
1115,368,Smoke
1116,378,Smoke
1117,382,Smoke
1118,378,Smoke
1119,374,Smoke
1120,380,Smoke
1121,387,Smoke
1122,390,Smoke
1123,386,Smoke
1124,391,Smoke
1125,388,Smoke
1126,386,Smoke
1127,380,Smoke
1128,375,Smoke
1129,372,Smoke
1130,369,Smoke
1131,366,Smoke
1132,364,Smoke
1133,362,Smoke
1134,361,Smoke
1135,359,Smoke
1136,357,Smoke
1137,357,Smoke
1138,356,Smoke
1139,355,Smoke
1140,354,Smoke
1141,354,Smoke
1142,353,Smoke
1143,351,Smoke
1144,350,Smoke
1145,350,Smoke
1146,349,Smoke
1147,350,Smoke
1148,350,Smoke
1149,350,Smoke
1150,360,Smoke
1151,355,Smoke
1152,357,Smoke
1153,356,Smoke
1154,353,Smoke
1155,352,Smoke
1156,355,Smoke
1157,357,Smoke
1158,352,Smoke
1159,367,Smoke
1160,359,Smoke
1161,349,Smoke
1162,356,Smoke
1163,348,Smoke
1164,355,Smoke
1165,351,Smoke
1166,355,Smoke
1167,358,Smoke
1168,357,Smoke
1169,358,Smoke
1170,354,Smoke
1171,355,Smoke
1172,358,Smoke
1173,356,Smoke
1174,357,Smoke
1175,356,Smoke
1176,359,Smoke
1177,351,Smoke
1178,351,Smoke
1179,362,Smoke
1180,366,Smoke
1181,371,Smoke
1182,376,Smoke
1183,373,Smoke
1184,379,Smoke
1185,380,Smoke
1186,390,Smoke
1187,392,Smoke
1188,391,Smoke
1189,390,Smoke
1190,390,Smoke
1191,388,Smoke
1192,385,Smoke
1193,389,Smoke
1194,390,Smoke
1195,387,Smoke
1196,384,Smoke
1197,381,Smoke
1198,387,Smoke
1199,385,Smoke
1200,384,Smoke
1201,388,Smoke
1202,384,Smoke
1203,384,Smoke
1204,405,Smoke
1205,404,Smoke
1206,400,Smoke
1207,399,Smoke
1208,407,Smoke
1209,399,Smoke
1210,391,Smoke
1211,386,Smoke
1212,382,Smoke
1213,380,Smoke
1214,377,Smoke
1215,376,Smoke
1216,372,Smoke
1217,372,Smoke
1218,367,Smoke
1219,365,Smoke
1220,364,Smoke
1221,363,Smoke
1222,361,Smoke
1223,365,Smoke
1224,360,Smoke
1225,360,Smoke
1226,359,Smoke
1227,358,Smoke
1228,343,Smoke
1229,343,Smoke
1230,342,Smoke
1231,342,Smoke
1232,342,Smoke
1233,344,Smoke
1234,346,Smoke
1235,347,Smoke
1236,343,Smoke
1237,346,Smoke
1238,342,Smoke
1239,342,Smoke
1240,342,Smoke
1241,341,Smoke
1242,342,Smoke
1243,343,Smoke
1244,344,Smoke
1245,344,Smoke
1246,344,Smoke
1247,345,Smoke
1248,344,Smoke
1249,346,Smoke
1250,345,Smoke
1251,342,Smoke
1252,347,Smoke
1253,350,Smoke
1254,349,Smoke
1255,356,Smoke
1256,359,Smoke
1257,357,Smoke
1258,360,Smoke
1259,369,Smoke
1260,371,Smoke
1261,369,Smoke
1262,363,Smoke
1263,365,Smoke
1264,363,Smoke
1265,362,Smoke
1266,369,Smoke
1267,368,Smoke
1268,366,Smoke
1269,379,Smoke
1270,379,Smoke
1271,379,Smoke
1272,367,Smoke
1273,375,Smoke
1274,373,Smoke
1275,377,Smoke
1276,386,Smoke
1277,382,Smoke
1278,366,Smoke
1279,359,Smoke
1280,365,Smoke
1281,375,Smoke
1282,378,Smoke
1283,380,Smoke
1284,376,Smoke
1285,372,Smoke
1286,373,Smoke
1287,371,Smoke
1288,365,Smoke
1289,360,Smoke
1290,356,Smoke
1291,354,Smoke
1292,354,Smoke
